state,county,candidate,party,candidate votes,total votes
texas,foard,Donald Trump,republican,383,513
texas,foard,Other,NA,17,513
texas,fort bend,Hillary Clinton,democrat,134686,262066
texas,fort bend,Donald Trump,republican,117291,262066
texas,fort bend,Other,NA,10089,262066
texas,franklin,Hillary Clinton,democrat,665,4380
texas,franklin,Donald Trump,republican,3585,4380
texas,franklin,Other,NA,130,4380
texas,freestone,Hillary Clinton,democrat,1471,7684
texas,freestone,Donald Trump,republican,6026,7684
texas,freestone,Other,NA,187,7684
texas,frio,Hillary Clinton,democrat,2444,4400
texas,frio,Donald Trump,republican,1856,4400
texas,frio,Other,NA,100,4400
texas,gaines,Hillary Clinton,democrat,597,4620
texas,gaines,Donald Trump,republican,3907,4620
texas,gaines,Other,NA,116,4620
texas,galveston,Hillary Clinton,democrat,43658,122903
texas,galveston,Donald Trump,republican,73757,122903
texas,galveston,Other,NA,5488,122903
texas,garza,Hillary Clinton,democrat,230,1484
texas,garza,Donald Trump,republican,1225,1484
texas,garza,Other,NA,29,1484
texas,gillespie,Hillary Clinton,democrat,2288,13214
texas,gillespie,Donald Trump,republican,10446,13214
texas,gillespie,Other,NA,480,13214
texas,glasscock,Hillary Clinton,democrat,34,604
texas,glasscock,Donald Trump,republican,553,604
texas,glasscock,Other,NA,17,604
texas,goliad,Hillary Clinton,democrat,973,3708
texas,goliad,Donald Trump,republican,2620,3708
texas,goliad,Other,NA,115,3708
texas,gonzales,Hillary Clinton,democrat,1571,6334
texas,gonzales,Donald Trump,republican,4587,6334
texas,gonzales,Other,NA,176,6334
texas,gray,Hillary Clinton,democrat,701,7405
texas,gray,Donald Trump,republican,6500,7405
texas,gray,Other,NA,204,7405
texas,grayson,Hillary Clinton,democrat,10301,47416
texas,grayson,Donald Trump,republican,35325,47416
texas,grayson,Other,NA,1790,47416
texas,gregg,Hillary Clinton,democrat,11677,41749
texas,gregg,Donald Trump,republican,28764,41749
texas,gregg,Other,NA,1308,41749
texas,grimes,Hillary Clinton,democrat,2194,9533
texas,grimes,Donald Trump,republican,7065,9533
texas,grimes,Other,NA,274,9533
texas,guadalupe,Hillary Clinton,democrat,18391,57822
texas,guadalupe,Donald Trump,republican,36632,57822
texas,guadalupe,Other,NA,2799,57822
texas,hale,Hillary Clinton,democrat,2101,8858
texas,hale,Donald Trump,republican,6366,8858
texas,hale,Other,NA,391,8858
texas,hall,Hillary Clinton,democrat,164,1091
texas,hall,Donald Trump,republican,893,1091
texas,hall,Other,NA,34,1091
texas,hamilton,Hillary Clinton,democrat,479,3620
texas,hamilton,Donald Trump,republican,3060,3620
texas,hamilton,Other,NA,81,3620
texas,hansford,Hillary Clinton,democrat,171,1947
texas,hansford,Donald Trump,republican,1730,1947
texas,hansford,Other,NA,46,1947
texas,hardeman,Hillary Clinton,democrat,249,1513
texas,hardeman,Donald Trump,republican,1207,1513
texas,hardeman,Other,NA,57,1513
texas,hardin,Hillary Clinton,democrat,2780,22780
texas,hardin,Donald Trump,republican,19606,22780
texas,hardin,Other,NA,394,22780
texas,harris,Hillary Clinton,democrat,707914,1312112
texas,harris,Donald Trump,republican,545955,1312112
texas,harris,Other,NA,58243,1312112
texas,harrison,Hillary Clinton,democrat,7151,26548
texas,harrison,Donald Trump,republican,18749,26548
texas,harrison,Other,NA,648,26548
texas,hartley,Hillary Clinton,democrat,173,1952
texas,hartley,Donald Trump,republican,1730,1952
texas,hartley,Other,NA,49,1952
texas,haskell,Hillary Clinton,democrat,314,1770
texas,haskell,Donald Trump,republican,1403,1770
texas,haskell,Other,NA,53,1770
texas,hays,Hillary Clinton,democrat,33224,72164
texas,hays,Donald Trump,republican,33826,72164
texas,hays,Other,NA,5114,72164
texas,hemphill,Hillary Clinton,democrat,181,1695
texas,hemphill,Donald Trump,republican,1462,1695
texas,hemphill,Other,NA,52,1695
texas,henderson,Hillary Clinton,democrat,5669,30045
texas,henderson,Donald Trump,republican,23650,30045
texas,henderson,Other,NA,726,30045
texas,hidalgo,Hillary Clinton,democrat,118809,173437
texas,hidalgo,Donald Trump,republican,48642,173437
texas,hidalgo,Other,NA,5986,173437
texas,hill,Hillary Clinton,democrat,2547,12970
texas,hill,Donald Trump,republican,10108,12970
texas,hill,Other,NA,315,12970
texas,hockley,Hillary Clinton,democrat,1260,7311
texas,hockley,Donald Trump,republican,5809,7311
texas,hockley,Other,NA,242,7311
texas,hood,Hillary Clinton,democrat,4008,26262
texas,hood,Donald Trump,republican,21382,26262
texas,hood,Other,NA,872,26262
texas,hopkins,Hillary Clinton,democrat,2510,13538
texas,hopkins,Donald Trump,republican,10707,13538
texas,hopkins,Other,NA,321,13538
texas,houston,Hillary Clinton,democrat,1978,8353
texas,houston,Donald Trump,republican,6205,8353
texas,houston,Other,NA,170,8353
texas,howard,Hillary Clinton,democrat,1770,8723
texas,howard,Donald Trump,republican,6637,8723
texas,howard,Other,NA,316,8723
texas,hudspeth,Hillary Clinton,democrat,324,871
texas,hudspeth,Donald Trump,republican,503,871
texas,hudspeth,Other,NA,44,871
texas,hunt,Hillary Clinton,democrat,6396,31554
texas,hunt,Donald Trump,republican,23910,31554
texas,hunt,Other,NA,1248,31554
texas,hutchinson,Hillary Clinton,democrat,854,8155
texas,hutchinson,Donald Trump,republican,7042,8155
texas,hutchinson,Other,NA,259,8155
texas,irion,Hillary Clinton,democrat,90,766
texas,irion,Donald Trump,republican,660,766
texas,irion,Other,NA,16,766
texas,jack,Hillary Clinton,democrat,314,3350
texas,jack,Donald Trump,republican,2973,3350
texas,jack,Other,NA,63,3350
texas,jackson,Hillary Clinton,democrat,904,5302
texas,jackson,Donald Trump,republican,4266,5302
texas,jackson,Other,NA,132,5302
texas,jasper,Hillary Clinton,democrat,2590,13419
texas,jasper,Donald Trump,republican,10609,13419
texas,jasper,Other,NA,220,13419
texas,jeff davis,Hillary Clinton,democrat,422,1191
texas,jeff davis,Donald Trump,republican,695,1191
texas,jeff davis,Other,NA,74,1191
texas,jefferson,Hillary Clinton,democrat,42443,87618
texas,jefferson,Donald Trump,republican,42862,87618
texas,jefferson,Other,NA,2313,87618
texas,jim hogg,Hillary Clinton,democrat,1635,2119
texas,jim hogg,Donald Trump,republican,430,2119
texas,jim hogg,Other,NA,54,2119
texas,jim wells,Hillary Clinton,democrat,6694,12379
texas,jim wells,Donald Trump,republican,5420,12379
texas,jim wells,Other,NA,265,12379
texas,johnson,Hillary Clinton,democrat,10988,57606
texas,johnson,Donald Trump,republican,44382,57606
texas,johnson,Other,NA,2236,57606
texas,jones,Hillary Clinton,democrat,936,5960
texas,jones,Donald Trump,republican,4819,5960
texas,jones,Other,NA,205,5960
texas,karnes,Hillary Clinton,democrat,1145,4198
texas,karnes,Donald Trump,republican,2965,4198
texas,karnes,Other,NA,88,4198
texas,kaufman,Hillary Clinton,democrat,10278,41265
texas,kaufman,Donald Trump,republican,29587,41265
texas,kaufman,Other,NA,1400,41265
texas,kendall,Hillary Clinton,democrat,3643,20120
texas,kendall,Donald Trump,republican,15700,20120
texas,kendall,Other,NA,777,20120
texas,kenedy,Hillary Clinton,democrat,99,186
texas,kenedy,Donald Trump,republican,84,186
texas,kenedy,Other,NA,3,186
texas,kent,Hillary Clinton,democrat,59,434
texas,kent,Donald Trump,republican,360,434
texas,kent,Other,NA,15,434
texas,kerr,Hillary Clinton,democrat,4681,23297
texas,kerr,Donald Trump,republican,17727,23297
texas,kerr,Other,NA,889,23297
texas,kimble,Hillary Clinton,democrat,206,1952
texas,kimble,Donald Trump,republican,1697,1952
texas,kimble,Other,NA,49,1952
texas,king,Hillary Clinton,democrat,5,159
texas,king,Donald Trump,republican,149,159
texas,king,Other,NA,5,159
texas,kinney,Hillary Clinton,democrat,458,1430
texas,kinney,Donald Trump,republican,936,1430
texas,kinney,Other,NA,36,1430
texas,kleberg,Hillary Clinton,democrat,4716,9512
texas,kleberg,Donald Trump,republican,4367,9512
texas,kleberg,Other,NA,429,9512
texas,knox,Hillary Clinton,democrat,247,1367
texas,knox,Donald Trump,republican,1078,1367
texas,knox,Other,NA,42,1367
texas,lamar,Hillary Clinton,democrat,3583,18611
texas,lamar,Donald Trump,republican,14561,18611
texas,lamar,Other,NA,467,18611
texas,lamb,Hillary Clinton,democrat,771,3995
texas,lamb,Donald Trump,republican,3111,3995
texas,lamb,Other,NA,113,3995
texas,lampasas,Hillary Clinton,democrat,1483,8205
texas,lampasas,Donald Trump,republican,6385,8205
texas,lampasas,Other,NA,337,8205
texas,la salle,Hillary Clinton,democrat,1129,2059
texas,la salle,Donald Trump,republican,872,2059
texas,la salle,Other,NA,58,2059
texas,lavaca,Hillary Clinton,democrat,1170,8661
texas,lavaca,Donald Trump,republican,7347,8661
texas,lavaca,Other,NA,144,8661
texas,lee,Hillary Clinton,democrat,1372,6535
texas,lee,Donald Trump,republican,4997,6535
texas,lee,Other,NA,166,6535
texas,leon,Hillary Clinton,democrat,909,7439
texas,leon,Donald Trump,republican,6391,7439
texas,leon,Other,NA,139,7439
texas,liberty,Hillary Clinton,democrat,4862,24267
texas,liberty,Donald Trump,republican,18892,24267
texas,liberty,Other,NA,513,24267
texas,limestone,Hillary Clinton,democrat,1778,7739
texas,limestone,Donald Trump,republican,5796,7739
texas,limestone,Other,NA,165,7739
texas,lipscomb,Hillary Clinton,democrat,135,1332
texas,lipscomb,Donald Trump,republican,1159,1332
texas,lipscomb,Other,NA,38,1332
texas,live oak,Hillary Clinton,democrat,742,4302
texas,live oak,Donald Trump,republican,3464,4302
texas,live oak,Other,NA,96,4302
texas,llano,Hillary Clinton,democrat,1825,10447
texas,llano,Donald Trump,republican,8299,10447
texas,llano,Other,NA,323,10447
texas,loving,Hillary Clinton,democrat,4,65
texas,loving,Donald Trump,republican,58,65
texas,loving,Other,NA,3,65
texas,lubbock,Hillary Clinton,democrat,28023,99013
texas,lubbock,Donald Trump,republican,65651,99013
texas,lubbock,Other,NA,5339,99013
texas,lynn,Hillary Clinton,democrat,403,2009
texas,lynn,Donald Trump,republican,1546,2009
texas,lynn,Other,NA,60,2009
texas,mcculloch,Hillary Clinton,democrat,482,3103
texas,mcculloch,Donald Trump,republican,2552,3103
texas,mcculloch,Other,NA,69,3103
texas,mclennan,Hillary Clinton,democrat,27063,79075
texas,mclennan,Donald Trump,republican,48260,79075
texas,mclennan,Other,NA,3752,79075
texas,mcmullen,Hillary Clinton,democrat,40,499
texas,mcmullen,Donald Trump,republican,454,499
texas,mcmullen,Other,NA,5,499
texas,madison,Hillary Clinton,democrat,881,4289
texas,madison,Donald Trump,republican,3351,4289
texas,madison,Other,NA,57,4289
texas,marion,Hillary Clinton,democrat,1165,4238
texas,marion,Donald Trump,republican,2983,4238
texas,marion,Other,NA,90,4238
texas,martin,Hillary Clinton,democrat,266,1762
texas,martin,Donald Trump,republican,1455,1762
texas,martin,Other,NA,41,1762
texas,mason,Hillary Clinton,democrat,354,2057
texas,mason,Donald Trump,republican,1656,2057
texas,mason,Other,NA,47,2057
texas,matagorda,Hillary Clinton,democrat,3500,12196
texas,matagorda,Donald Trump,republican,8366,12196
texas,matagorda,Other,NA,330,12196
texas,maverick,Hillary Clinton,democrat,10397,13588
texas,maverick,Donald Trump,republican,2816,13588
texas,maverick,Other,NA,375,13588
texas,medina,Hillary Clinton,democrat,4634,17246
texas,medina,Donald Trump,republican,12085,17246
texas,medina,Other,NA,527,17246
texas,menard,Hillary Clinton,democrat,154,864
texas,menard,Donald Trump,republican,682,864
texas,menard,Other,NA,28,864
texas,midland,Hillary Clinton,democrat,10025,49212
texas,midland,Donald Trump,republican,36973,49212
texas,midland,Other,NA,2214,49212
texas,milam,Hillary Clinton,democrat,2051,8664
texas,milam,Donald Trump,republican,6364,8664
texas,milam,Other,NA,249,8664
texas,mills,Hillary Clinton,democrat,243,2245
texas,mills,Donald Trump,republican,1951,2245
texas,mills,Other,NA,51,2245
texas,mitchell,Hillary Clinton,democrat,354,2196
texas,mitchell,Donald Trump,republican,1780,2196
texas,mitchell,Other,NA,62,2196
texas,montague,Hillary Clinton,democrat,885,8604
texas,montague,Donald Trump,republican,7526,8604
texas,montague,Other,NA,193,8604
texas,montgomery,Hillary Clinton,democrat,45835,204632
texas,montgomery,Donald Trump,republican,150314,204632
texas,montgomery,Other,NA,8483,204632
texas,moore,Hillary Clinton,democrat,1098,5284
texas,moore,Donald Trump,republican,3977,5284
texas,moore,Other,NA,209,5284
texas,morris,Hillary Clinton,democrat,1425,4973
texas,morris,Donald Trump,republican,3446,4973
texas,morris,Other,NA,102,4973
texas,motley,Hillary Clinton,democrat,40,615
texas,motley,Donald Trump,republican,566,615
texas,motley,Other,NA,9,615
texas,nacogdoches,Hillary Clinton,democrat,6846,22622
texas,nacogdoches,Donald Trump,republican,14771,22622
texas,nacogdoches,Other,NA,1005,22622
texas,navarro,Hillary Clinton,democrat,4002,16433
texas,navarro,Donald Trump,republican,11994,16433
texas,navarro,Other,NA,437,16433
texas,newton,Hillary Clinton,democrat,1156,5534
texas,newton,Donald Trump,republican,4288,5534
texas,newton,Other,NA,90,5534
texas,nolan,Hillary Clinton,democrat,1029,4857
texas,nolan,Donald Trump,republican,3552,4857
texas,nolan,Other,NA,276,4857
texas,nueces,Hillary Clinton,democrat,49198,104405
texas,nueces,Donald Trump,republican,50766,104405
texas,nueces,Other,NA,4441,104405
texas,ochiltree,Hillary Clinton,democrat,274,3002
texas,ochiltree,Donald Trump,republican,2628,3002
texas,ochiltree,Other,NA,100,3002
texas,oldham,Hillary Clinton,democrat,78,948
texas,oldham,Donald Trump,republican,850,948
texas,oldham,Other,NA,20,948
texas,orange,Hillary Clinton,democrat,5735,32000
texas,orange,Donald Trump,republican,25513,32000
texas,orange,Other,NA,752,32000
texas,palo pinto,Hillary Clinton,democrat,1708,10270
texas,palo pinto,Donald Trump,republican,8284,10270
texas,palo pinto,Other,NA,278,10270
texas,panola,Hillary Clinton,democrat,1835,10416
texas,panola,Donald Trump,republican,8445,10416
texas,panola,Other,NA,136,10416
texas,parker,Hillary Clinton,democrat,8344,56817
texas,parker,Donald Trump,republican,46473,56817
texas,parker,Other,NA,2000,56817
texas,parmer,Hillary Clinton,democrat,485,2466
texas,parmer,Donald Trump,republican,1915,2466
texas,parmer,Other,NA,66,2466
texas,pecos,Hillary Clinton,democrat,1554,4185
texas,pecos,Donald Trump,republican,2468,4185
texas,pecos,Other,NA,163,4185
texas,polk,Hillary Clinton,democrat,4187,19852
texas,polk,Donald Trump,republican,15176,19852
texas,polk,Other,NA,489,19852
texas,potter,Hillary Clinton,democrat,7657,28651
texas,potter,Donald Trump,republican,19630,28651
texas,potter,Other,NA,1364,28651
texas,presidio,Hillary Clinton,democrat,1458,2208
texas,presidio,Donald Trump,republican,652,2208
texas,presidio,Other,NA,98,2208
texas,rains,Hillary Clinton,democrat,628,4701
texas,rains,Donald Trump,republican,3968,4701
texas,rains,Other,NA,105,4701
texas,randall,Hillary Clinton,democrat,8367,54305
texas,randall,Donald Trump,republican,43462,54305
texas,randall,Other,NA,2476,54305
texas,reagan,Hillary Clinton,democrat,167,904
texas,reagan,Donald Trump,republican,709,904
texas,reagan,Other,NA,28,904
texas,real,Hillary Clinton,democrat,262,1681
texas,real,Donald Trump,republican,1382,1681
texas,real,Other,NA,37,1681
texas,red river,Hillary Clinton,democrat,1149,5161
texas,red river,Donald Trump,republican,3926,5161
texas,red river,Other,NA,86,5161
texas,reeves,Hillary Clinton,democrat,1659,3184
texas,reeves,Donald Trump,republican,1417,3184
texas,reeves,Other,NA,108,3184
texas,refugio,Hillary Clinton,democrat,1034,2948
texas,refugio,Donald Trump,republican,1830,2948
texas,refugio,Other,NA,84,2948
texas,roberts,Hillary Clinton,democrat,20,554
texas,roberts,Donald Trump,republican,524,554
texas,roberts,Other,NA,10,554
texas,robertson,Hillary Clinton,democrat,2203,7035
texas,robertson,Donald Trump,republican,4668,7035
texas,robertson,Other,NA,164,7035
texas,rockwall,Hillary Clinton,democrat,9655,39948
texas,rockwall,Donald Trump,republican,28451,39948
texas,rockwall,Other,NA,1842,39948
texas,runnels,Hillary Clinton,democrat,453,3782
texas,runnels,Donald Trump,republican,3250,3782
texas,runnels,Other,NA,79,3782
texas,rusk,Hillary Clinton,democrat,3935,18994
texas,rusk,Donald Trump,republican,14675,18994
texas,rusk,Other,NA,384,18994
texas,sabine,Hillary Clinton,democrat,614,4651
texas,sabine,Donald Trump,republican,3998,4651
texas,sabine,Other,NA,39,4651
texas,san augustine,Hillary Clinton,democrat,910,3569
texas,san augustine,Donald Trump,republican,2622,3569
texas,san augustine,Other,NA,37,3569
texas,san jacinto,Hillary Clinton,democrat,2038,10343
texas,san jacinto,Donald Trump,republican,8059,10343
texas,san jacinto,Other,NA,246,10343
texas,san patricio,Hillary Clinton,democrat,7871,21656
texas,san patricio,Donald Trump,republican,13030,21656
texas,san patricio,Other,NA,755,21656
texas,san saba,Hillary Clinton,democrat,293,2357
texas,san saba,Donald Trump,republican,2025,2357
texas,san saba,Other,NA,39,2357
